area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Lakshminarayana Pura,1200,2.0,1.0,80.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1100,2.0,1.0,44.0
Carpet  Area,Ready To Move,Ramagondanahalli,3 BHK,Ramagondanahalli,1500,3.0,3.0,100.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Electronic City Phase II,1336,2.0,3.0,50.35
Built-up  Area,Ready To Move,Choodasandra,2 BHK,Choodasandra,1065,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Hebbal,1294,2.0,1.0,115.0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Rachenahalli,1550,3.0,2.0,68.5
Super built-up  Area,18-Dec,Whitefield,2 BHK,Whitefield,1216,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,Bank Of Baroda Colony,1005,2.0,2.0,40.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,7th Phase JP Nagar,1430,2.0,1.0,102.0
Super built-up  Area,18-Dec,Frazer Town,4 BHK,Frazer Town,4100,4.0,3.0,660.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,Hoodi,1660,3.0,2.0,125.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1430,2.0,3.0,56.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Hennur Road,1470,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Jalahalli,1045,2.0,1.0,76.77
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Hebbal,4000 - 4450,6.0,0.0,359.0
Built-up  Area,Ready To Move,Anjanapura,2 BHK,Anjanapura,950,2.0,0.0,30.0
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,Doddathoguru,1382,3.0,1.0,65.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,BTM 2nd Stage,930,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1660,2.0,2.0,116.0
Super built-up  Area,Ready To Move,Vijinapura,2 BHK,Vijinapura,1290,2.0,2.0,71.95
Built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1010,2.0,1.0,45.0
Built-up  Area,Ready To Move,Brookefield,4 BHK,Brookefield,3050,4.0,0.0,130.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Dodda Nekkundi,1200,2.0,2.0,71.0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3 BHK,3rd Block Hrbr Layout,1650,3.0,2.0,140.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,Budigere,1636,3.0,2.0,88.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Rajaji Nagar,2367,3.0,2.0,320.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,Budigere,1153,2.0,2.0,56.55
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Hegde Nagar,2087.01,4.0,2.0,160.0
Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,LB Shastri Nagar,1200,2.0,1.0,47.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,HSR Layout,1844,3.0,1.0,89.0
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Hosa Road,142.84Sq. Meter,3.0,1.0,110.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1215,2.0,1.0,43.75
Super built-up  Area,18-Jul,Sarjapur  Road,2 BHK,Sarjapur  Road,1194,2.0,1.0,57.0
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,Chennappa Layout,1220,2.0,2.0,52.0
Built-up  Area,Ready To Move,1st Block HBR Layout,4 BHK,1st Block HBR Layout,3150,4.0,2.0,150.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,Kanakpura Road,525,1.0,1.0,26.0
Super built-up  Area,18-May,Bommasandra,2 BHK,Bommasandra,955,2.0,1.0,37.97
Built-up  Area,Ready To Move,Kadugondanahalli,5 Bedroom,Kadugondanahalli,2000,5.0,0.0,75.0
Super built-up  Area,18-Aug,Magadi Road,2 BHK,Magadi Road,884,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,Kathriguppe,1250,2.0,1.0,68.75
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2 BHK,Bommasandra Industrial Area,7000,2.0,1.0,135.0
Plot  Area,Ready To Move,Dodda Nekkundi,3 Bedroom,Dodda Nekkundi,2400,4.0,2.0,300.0
Super built-up  Area,Ready To Move,Harlur,4 BHK,Harlur,2990,4.0,1.0,225.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Bellandur,1195,2.0,1.0,52.0
Super built-up  Area,Ready To Move,Sadhguru Layout,1 BHK,Sadhguru Layout,2559,1.0,1.0,55.0
Built-up  Area,18-Mar,Begur,2 BHK,Begur,1200,2.0,1.0,33.0
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,Sarjapur  Road,984,2.0,1.0,45.75
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Bommasandra,1089,2.0,1.0,40.0
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Hennur Road,1165,2.0,1.0,52.0
Super built-up  Area,Ready To Move,Chandapura,1 BHK,Chandapura,410,1.0,1.0,10.0
Super built-up  Area,18-Dec,Hennur,3 BHK,Hennur,1482,3.0,1.0,110.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,Ramamurthy Nagar,1200,2.0,1.0,68.0
Super built-up  Area,19-Dec,Kanakapura,3 BHK,Kanakapura,1938,3.0,3.0,113.0
Super built-up  Area,18-Apr,Hormavu,3 BHK,Hormavu,1166,2.0,2.0,34.97
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Chikkalasandra,1275,2.0,2.0,55.46
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Mico Layout,1140,2.0,2.0,43.0
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Hegde Nagar,3734,5.0,1.0,430.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,1 BHK,Tejaswini Nagar,720,1.0,2.0,28.0
Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,Nagarbhavi,1200,3.0,2.0,228.0
Built-up  Area,Ready To Move,Richards Town,2 BHK,Richards Town,1100,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Sector 7 HSR Layout,1162,2.0,2.0,98.77
Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,Ramamurthy Nagar,540,1.0,0.0,35.0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Rachenahalli,1550,2.0,2.0,73.5
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,R.T. Nagar,1300,3.0,0.0,145.0
Plot  Area,Ready To Move,Ullal Road,5 Bedroom,Ullal Road,1200,5.0,1.0,130.0
Super built-up  Area,Ready To Move,Chikbasavanapura,2 BHK,Chikbasavanapura,1220,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Doddathoguru,964,2.0,1.0,62.0
Built-up  Area,21-Dec,"Electronic City Phase 1, ",3 BHK,"Electronic City Phase 1, ",1500,3.0,2.0,50.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1347,2.0,1.0,44.0
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",4 BHK,"JP Nagar 8th Phase, ",5000,5.0,0.0,250.0
Built-up  Area,Ready To Move,Bannerghatta Road,4 Bedroom,Bannerghatta Road,3000,4.0,2.0,140.0
Super built-up  Area,18-Jun,Bannerghatta,2 BHK,Bannerghatta,1120,2.0,1.0,42.5
Super built-up  Area,Ready To Move,Lake City,1 BHK,Lake City,600,1.0,1.0,22.8
Super built-up  Area,18-Dec,Whitefield,3 BHK,Whitefield,2321,4.0,1.0,157.0
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Bhagyalakshmi Avenue,540,1.0,2.0,24.0
Built-up  Area,Ready To Move,Hebbal,2 BHK,Hebbal,1150,2.0,1.0,57.0
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Sonnenahalli,1484,3.0,1.0,75.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Ramagondanahalli,1680,2.0,0.0,68.0
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,Byagadadhenahalli,620,2.0,1.0,23.0
Super built-up  Area,Ready To Move,Dodda Banaswadi,3 BHK,Dodda Banaswadi,1650,3.0,2.0,78.0
Super built-up  Area,18-Apr,Chuchangatta Colony,3 BHK,Chuchangatta Colony,1250,3.0,2.0,44.0
Super built-up  Area,18-Aug,Hanuman Nagar,3 BHK,Hanuman Nagar,2072,3.0,2.0,108.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,1105,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Vidyaranyapura,1200,2.0,2.0,60.5
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,Kumaraswami Layout,3100,7.0,3.0,145.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,4007,4.0,3.0,530.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Electronic City,550,2.0,1.0,16.0
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Banashankari,1340,2.0,2.0,53.6
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Rajaji Nagar,2409,3.0,3.0,395.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1194,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,65.0
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,Old Airport Road,1055,2.0,3.0,75.0
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Hosa Road,1541,3.0,1.0,69.61
Built-up  Area,Ready To Move,Harlur,2 BHK,Harlur,1370,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1224,2.0,2.0,75.0
Plot  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,Kengeri Satellite Town,650,2.0,1.0,58.0
Built-up  Area,Ready To Move,Kambipura,2 BHK,Kambipura,883,2.0,1.0,39.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Yeshwanthpur,1676,3.0,0.0,92.13
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,Shree Ananth Nagar Layout,1154,2.0,1.0,57.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1610,3.0,3.0,78.5
Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,Devasthanagalu,1057,2.0,1.0,42.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1157,2.0,1.0,65.0
Plot  Area,18-May,Doddagubbi,4 Bedroom,Doddagubbi,1200,4.0,1.0,85.0
Plot  Area,Ready To Move,Dasappa Layout,7 Bedroom,Dasappa Layout,1500,7.0,3.0,130.0
Super built-up  Area,Ready To Move,Gulimangala,2 BHK,Gulimangala,980,2.0,3.0,35.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,1140,2.0,1.0,40.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1206,2.0,1.0,40.7
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,Electronic City Phase II,575,1.0,1.0,16.75
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Koramangala,1600,3.0,1.0,170.0
Plot  Area,Ready To Move,1st Stage Indira Nagar,4 Bedroom,1st Stage Indira Nagar,2400,4.0,1.0,500.0
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Horamavu Agara,1300,2.0,2.0,52.0
Super built-up  Area,18-Dec,Tunganagara,3 BHK,Tunganagara,1270,2.0,1.0,35.56
Super built-up  Area,18-Apr,Electronic City,2 BHK,Electronic City,1128,2.0,1.0,63.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Electronics City Phase 1,640,1.0,1.0,45.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,4th T block Jayanagar,2400,3.0,2.0,185.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,TC Palaya,1200,2.0,0.0,66.0
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,Kanakapura,1090,2.0,2.0,38.15
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Electronic City,589,1.0,1.0,29.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Electronic City,1125,2.0,1.0,28.13
Super built-up  Area,Ready To Move,Kogilu,2 BHK,Kogilu,1140,2.0,2.0,50.66
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Sarjapur  Road,3150,4.0,2.0,500.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Kundalahalli,1315,2.0,3.0,74.0
Plot  Area,Ready To Move,Billamaranahalli,2 Bedroom,Billamaranahalli,300Sq. Yards,2.0,2.0,150.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Bellandur,1435,2.0,2.0,115.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Haralur Road,1092,2.0,2.0,44.0
Super built-up  Area,18-May,Kadugodi,2 BHK,Kadugodi,1314,2.0,3.0,80.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Koramangala,1260,2.0,1.0,100.0
Plot  Area,Ready To Move,Srirampura,7 Bedroom,Srirampura,1875,5.0,1.0,192.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Nagarbhavi,1080,2.0,1.0,49.0
Built-up  Area,Ready To Move,Nagasandra,8 Bedroom,Nagasandra,4000,8.0,3.0,160.0
Super built-up  Area,18-Feb,Mysore Road,3 BHK,Mysore Road,1082,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Jakkur,1150,3.0,2.0,65.0
Super built-up  Area,18-Dec,Hennur Road,2 BHK,Hennur Road,1052,2.0,1.0,34.72
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1045,2.0,1.0,45.0
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Kodigehaali,1442,3.0,2.0,80.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Kaggadasapura,1500,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Marsur,2 BHK,Marsur,497,1.0,1.0,20.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,Hennur,1255,2.0,1.0,53.57
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,Vajarahalli,1432,3.0,2.0,79.0
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Kundalahalli,2100,3.0,2.0,150.0
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Hennur Road,1450,2.0,2.0,80.0
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,Sarjapur  Road,1346,2.0,1.0,69.61
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Kumaraswami Layout,1200,2.0,2.0,29.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Electronic City Phase II,925,2.0,1.0,49.82
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Dasarahalli,1160,2.0,2.0,49.0
Super built-up  Area,18-Apr,Lingadheeranahalli,3 BHK,Lingadheeranahalli,1768,3.0,3.0,81.31
Super built-up  Area,Ready To Move,Kothanur,2 BHK,Kothanur,1094,2.0,2.0,54.0
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Seetharampalya,1500,3.0,3.0,90.0
Built-up  Area,Ready To Move,Gubbalala,3 BHK,Gubbalala,1745,3.0,2.0,130.0
Built-up  Area,Ready To Move,Bommanahalli,7 Bedroom,Bommanahalli,2875,7.0,0.0,85.0
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,Byadarahalli,3500,3.0,3.0,425.0
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Sonnenahalli,1550,3.0,1.0,50.0
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,Rajiv Nagar,2340,5.0,1.0,160.0
Super built-up  Area,19-Mar,Whitefield,3 BHK,Whitefield,1655,3.0,2.0,113.0
Super built-up  Area,19-Jan,Battarahalli,3 BHK,Battarahalli,2024,3.0,2.0,103.0
Built-up  Area,Ready To Move,Siddapura,4 Bedroom,Siddapura,3100,5.0,0.0,425.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Jalahalli,1575,4.0,3.0,100.0
Super built-up  Area,18-Dec,Iblur Village,3 BHK,Iblur Village,1920,3.0,2.0,130.0
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Sarjapur  Road,6200,4.0,2.0,744.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Kambipura,1082,2.0,1.0,55.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,BTM 2nd Stage,1265,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town KHB Apartment,3 BHK,Kengeri Satellite Town KHB Apartment,1100,2.0,2.0,45.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Margondanahalli,1160,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,67.4
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Hosa Road,615,1.0,1.0,43.08
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1128,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,Tirumanahalli,1260,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,Bellandur,1830,3.0,3.0,89.89
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sarjapur,1525,2.0,2.0,68.0
Super built-up  Area,18-Jan,Yelahanka,1 BHK,Yelahanka,602,2.0,1.0,30.0
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,Kumaraswami Layout,3000,4.0,2.0,400.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Hegde Nagar,1835,3.0,3.0,89.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1250,3.0,3.0,62.6
Plot  Area,Ready To Move,Subhash Nagar,4 Bedroom,Subhash Nagar,1200,4.0,1.0,110.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Murugeshpalya,1855,3.0,3.0,96.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1450,3.0,3.0,60.91
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,2089,3.0,2.0,148.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Haralur Road,1464,3.0,2.0,56.0
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,Banashankari Stage VI,4800,3.0,2.0,200.0
Built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1200,2.0,2.0,44.73
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sarjapur,1095,2.0,1.0,45.0
Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Ambedkar Nagar,2900,3.0,2.0,297.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,BTM 2nd Stage,2500,3.0,2.0,345.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,Kothanur,1170,3.0,2.0,80.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,6th Phase JP Nagar,1280,2.0,1.0,88.0
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Rajaji Nagar,1224,2.0,0.0,105.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1694,3.0,1.0,125.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Electronic City,825,2.0,1.0,30.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1612,3.0,1.0,98.38
Super built-up  Area,18-Aug,Chandapura,2 BHK,Chandapura,985,2.0,1.0,25.12
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Murugeshpalya,1175,2.0,2.0,75.0
Plot  Area,Ready To Move,Sunkadakatte,1 Bedroom,Sunkadakatte,600,1.0,0.0,24.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1740,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,Carmelaram,1770,3.0,2.0,99.0
Plot  Area,Ready To Move,HAL 2nd Stage,8 Bedroom,HAL 2nd Stage,1000,7.0,3.0,260.0
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,Horamavu Agara,1090,2.0,1.0,46.0
Plot  Area,Ready To Move,Vasanth nagar,6 Bedroom,Vasanth nagar,2295,3.0,0.0,650.0
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,Whitefield,4144,5.0,1.0,331.0
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Jogupalya,1800,3.0,1.0,130.0
Super built-up  Area,Ready To Move,Jigani,3 BHK,Jigani,1221,3.0,3.0,65.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,8th Phase JP Nagar,1046,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1290,2.0,3.0,56.12
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Electronic City Phase II,1065,2.0,1.0,30.76
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,Ambedkar Nagar,1850,4.0,2.0,121.0
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Battarahalli,1097,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Kalena Agrahara,1200,3.0,2.0,70.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Varthur,2160,3.0,2.0,170.0
Super built-up  Area,18-May,Anekal,2 BHK,Anekal,1140,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Thigalarapalya,1297,2.0,2.0,98.0
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Padmanabhanagar,1150,2.0,0.0,50.0
Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,Kuvempu Nagar,1375,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Babusapalaya,1245,2.0,2.0,58.0
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Vasanth nagar,4750,6.0,1.0,948.0
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,Nagarbhavi,1800,3.0,0.0,180.0
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Brookefield,1594,3.0,2.0,140.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,TC Palaya,1200,2.0,0.0,66.0
Super built-up  Area,18-Aug,Chandapura,1 BHK,Chandapura,645,1.0,1.0,16.45
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,Kanakpura Road,700,2.0,2.0,36.0
Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,Rajaji Nagar,2500,4.0,0.0,650.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1000,2.0,0.0,50.0
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Whitefield,4000,5.0,1.0,540.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1160,2.0,2.0,42.0
Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,Uday Nagar,1200,6.0,0.0,85.0
Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,OMBR Layout,600,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,Gopalkrishna Nagar,1570,2.0,2.0,95.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,1290,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Kudlu Gate,1200,2.0,1.0,44.4
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Langford Gardens,2777.29,5.0,2.0,649.0
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,Shanti Nagar,2250,3.0,0.0,180.0
Built-up  Area,Ready To Move,Defence Colony,2 BHK,Defence Colony,1270,2.0,0.0,172.0
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Akshayanagara East,1145,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,Chikkabanavar,1320,2.0,2.0,46.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Electronic City Phase II,1065,2.0,1.0,30.75
Built-up  Area,18-Mar,Whitefield,3 BHK,Whitefield,1650,3.0,2.0,48.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,Sarjapur  Road,1371,2.0,1.0,86.0
Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,Doddanakunte,2700,5.0,2.0,150.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Electronic City,1575,3.0,1.0,94.5
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Yelahanka,1362,2.0,2.0,66.0
Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,Bettahalsoor,3210,0.0,0.0,353.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Haralur Road,1255,3.0,1.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,925,2.0,1.0,35.0
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Electronics City Phase 1,1088,2.0,1.0,30.46
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1234,2.0,2.0,80.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,2140,3.0,2.0,139.0
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,Thubarahalli,1584,3.0,2.0,101.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1175,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Sarjapura - Attibele Road,1555,3.0,3.0,52.0
Super built-up  Area,18-Jul,Chandapura,1 BHK,Chandapura,645,1.0,1.0,16.45
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Dodda Nekkundi,1585,2.0,2.0,79.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Kalena Agrahara,1354,2.0,2.0,71.0
Super built-up  Area,18-Jun,Madiwala,2 BHK,Madiwala,1165,2.0,2.0,45.0
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Kumaraswami Layout,1200,3.0,1.0,75.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Hebbal,1740,2.0,1.0,137.0
Plot  Area,Ready To Move,Hebbal,9 Bedroom,Hebbal,1200,9.0,0.0,185.0
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,Rachenahalli,985,2.0,1.0,50.17
Plot  Area,18-Nov,Chandapura,2 Bedroom,Chandapura,1200,2.0,1.0,36.0
Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,Kattigenahalli,600,4.0,2.0,70.0
Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,Duddanahalli,1340,2.0,2.0,47.0
Super built-up  Area,20-Aug,Begur Road,3 BHK,Begur Road,1583,3.0,1.0,95.23
